beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,review_profileName,review_taste,review_text,review_time
5,86,17,Samuel Smiths India Ale,Premium Bitter/ESB,4/5,6/10,11/20,3/5,Fin,6/10,Bottled. picked up at SH Jones Bicester 28-09-06. Amber in colour with a white frothy head. Hops and malts in the aroma and very much in evidence in the taste which was pleasant but not wonderfully exciting lingering bitterness completed things but just ok in my book.,1159660800
5.1,68857,17,Samuel Smiths Organic Cherry Fruit Beer,Fruit Beer,5/5,10/10,14/20,3/5,Stephanos,8/10,"Pinkish red with good cherry nose, cherry yoghurt and black cherry. Fairly sweet. Frothy, light carbonation",1322265600
7,85,17,Samuel Smiths Imperial Stout,Imperial Stout,4/5,7/10,18/20,3/5,joshwilfong,8/10,black with tan head.  flavor is huge with a very nice balance of malt with a slight hop finish.  flavors of coffee and slightly smokey.  a top of the line beer,1176854400
7,85,17,Samuel Smiths Imperial Stout,Imperial Stout,4/5,4/10,14/20,3/5,BigBen2120,5/10,"completely opaque black body, tan, rather thick slow-to-dissipate light tan head.  Smells similar to the Taddy Porter.  Strong, somewhat sweet taste.  Coffee with licorice overtones (or at least thats what it smells and tastes like...)... Im not a big fan of stouts with licorice, but its better than the Taddy Porter, not as good as the Oatmeal stout.  Is this how imperial stouts are?  Ive never had one...  Worth a try, but not something Ill be getting regularly, on account of the licorice and price...  Seems like it deserves a higher rating than I gave it, but I cant think of anywhere I could change...",1138492800
7,85,17,Samuel Smiths Imperial Stout,Imperial Stout,4/5,9/10,18/20,5/5,pootzboy,9/10,1/2  liter clear bottle: poured in beautiful black color with garnet hues when held to a light......marvelous 2 finger mocha frothy meringue head. aromas of coffee-cocoa-dates-sweet anise...the anticipation is running wild at this point. Taste...where to start?...very complex start without a sharp edge .....near complex layered stout perfection...molassass-licorice-espresso-cocoa-bur treacle all these flavors in a milk body that slowly give way to a slight hop drying in the long finish. One of the best Imp-stouts Ive tasted ...needs little finishing in a cellar. its very mellow and complex and flavourful when fresh. Highly recommended....I will be cellaring a case this winter for sure.,1101081600
7,85,17,Samuel Smiths Imperial Stout,Imperial Stout,4/5,8/10,16/20,5/5,Voivod,9/10,"Black colour, brown head, persistent. Roasty smell, with caramel hints. Roasty malt flavour,  quite sweet with caramel and chocolate hints, balanced by a nice bitterness (liquorice and coffee). Maybe a bit light on ABV for an imperial stout, but really pleasant, with a good complexity.",1053129600
7,85,17,Samuel Smiths Imperial Stout,Imperial Stout,4/5,7/10,15/20,4/5,erway,8/10,"UPDATED: APR 1, 2006 A beautiful, robust stout that would please the most descerning of beer lovers, lots of roasted malts. The only thing I would change is the abv which should be higher for an imperial. 9,5,10,4,17	re-rate (4/1/06)-Pours a deep black with a lasting tan head.Aroma is heady and with that SS diacetyl kick and a lot of ripe dark fruits like raisins and plums. The Body is med. with a perfct amount o CO2. The flavors are chocolate coveed fruits with a distiguished amount of diacetyl that somehow fits the beer perfectly. The finish is slightly burnt making it somewhat dry.",1010966400
7,85,17,Samuel Smiths Imperial Stout,Imperial Stout,4/5,6/10,7/20,2/5,Tweety,3/10,"Unfortunately the one bottle that Ive had of this I shared with my friend Ander and was oxidized as hell, but woulda made lovely soy sauce...",1246060800
7,85,17,Samuel Smiths Imperial Stout,Imperial Stout,5/5,8/10,16/20,5/5,greedycheater,6/10,"Super dark with off white head that sustains.  Very roasted caramel aroma, smokey and coffee-like with alcohol.  Expresso on the tongue with a long finish.  A sweetness that makes the lips stick together.  Very good but it does have a bit a burnt, dry aftertaste.",1206921600
5,1477,17,Samuel Smiths Nut Brown Ale,Brown Ale,4/5,7/10,15/20,3/5,Sputerbug,6/10,"Bottle.Pours  dark brown with a light tan head.Aromas of roasted malt,dark chocolate,and hints of nut.Flavors of chocolate,dried fruits with nuts,and hint of caramel with a hint of hops.Not one of my favorites from this brewer.",1156809600
5,1477,17,Samuel Smiths Nut Brown Ale,Brown Ale,4/5,7/10,15/20,3/5,jgentgesdo,8/10,"Pours brown with thin tan head.  Nose is mildly flowery and quite a bit of malt character.  The flavor is quite good and contains aspects of currant, raisin, and an oily nutty quality.  Mouthfeel is a little watery.  There is early malt and later hops, actually pretty well balanced.  Alcohol is noticable, which I feel is a negative for this style.  Finish is clean except for an oak charcoal flavor at the end.  Low bitterness.  Overall very good beer, but I have been rather taken lately with more spicy alternatives.",1096675200
5,1477,17,Samuel Smiths Nut Brown Ale,Brown Ale,4/5,8/10,17/20,4/5,radiomgb,8/10,"Dark brown colour.  Aroma is sweet, with caramel, licorice, malts and nuts.  Flavour is sweet, slight malts.  Finish is slightly malty and dry.",1041638400
5,1477,17,Samuel Smiths Nut Brown Ale,Brown Ale,3/5,7/10,16/20,3/5,dynamiteninja,7/10,"Bottle. Toffee on the nose, with notes of caramel. Also nuts and malt. Deep dark brown colour. Off-white head. Medium bodied. Slight bitter finish. Little carbonation. Oily texture.",1270252800
5,1477,17,Samuel Smiths Nut Brown Ale,Brown Ale,3/5,8/10,14/20,3/5,carruthm,7/10,"stained walnut color with a small head. toffee, nuts and caramel in the aroma and somewhat bitter kick in the taste.",1215907200
5,1477,17,Samuel Smiths Nut Brown Ale,Brown Ale,4/5,7/10,15/20,4/5,MI2CA,6/10,"22oz - Aroma is nutty, caramel and toffee.  Pours transparent brown with a medium head and good lacing.  Flavor is a match to aroma.  Palate is a little sticky, syrupy and thin.  A tasty classic brown ale.",1176940800
6,95,17,Samuel Smiths Winter Welcome Ale,English Strong Ale,3/5,4/10,12/20,3/5,Goblincat,6/10,"Pours golden brown. Smells like a mix of toasted oats, malt, and skunk. Clear bottle seems to be a poor choice, but Il try to ignore the skunkiness. Tastes smokey, malty... maybe some coffee. I expected much more from the brewery that made such a great Imperial Stout. Overall seems like it could be good, but it also seems to be lacking something and the skunky touch hurts.",1090800000
6,95,17,Samuel Smiths Winter Welcome Ale,English Strong Ale,3/5,6/10,15/20,3/5,RexTalionis,7/10,"Bottle 55 cl. Poured copper colour with white head. Aroma is fudge with some fruitiness. Flavour is toffee, red wildberries and some malts. A decent one.",1292630400
6,95,17,Samuel Smiths Winter Welcome Ale,English Strong Ale,3/5,6/10,14/20,3/5,twindog,5/10,"aroma of this beer is ok not over powering , the look of the beer is a lite caramel look with 2"" head the flavor of the beer is kind of malty, hoppy sweet taste. overall i will not breg about having this one.  just a ok beer for me",1230249600
6,95,17,Samuel Smiths Winter Welcome Ale,English Strong Ale,3/5,5/10,16/20,3/5,crowern,6/10,while in utah-i begaing to learn about the vareity of ales in the world (ALL beer >3.2% cost fine ALE prices)-and wither welcome was one of the first $5(utah prices) beer that i had back then,1176595200
5,94,17,Samuel Smiths Taddy Porter,Porter,4/5,9/10,19/20,4/5,sciencedude,9/10,"Yum!  Delicious porter.  However, it is rather light for a porter.  It has a relatively low AC too which makes it very drinkable.  Has a nice malty taste with a distinct toffee aftertaste.",1312070400
5,94,17,Samuel Smiths Taddy Porter,Porter,4/5,6/10,11/20,3/5,barleyPops,6/10,"bottle.  poured a rich cola color with a reddish edge.  nice lacing.  taste of roasted malt, choc. and coffee.  a bit of a different nose and finish to this one, OK but not great.",1103932800
5,94,17,Samuel Smiths Taddy Porter,Porter,5/5,9/10,17/20,5/5,ARMed,9/10,I love this beer!  Very very smooth.  Lightly carbonated with a fluffy beight head.  Good lacing.  Nice full bodied beer with a slightly viscous appearance.  Tremendous falvor with a hint of roasted chocolate and coffee.  Excellent with a nice thick filet!,1044403200
5,94,17,Samuel Smiths Taddy Porter,Porter,4/5,8/10,14/20,4/5,popery,9/10,"A simple, excellent porter with a delightfully sudsy feel. This beer pours a very dark ruby with a big sudsy head that sticks around and coats the glass well. The smell is sweet with sugary malt and doesnt reach the same fullness found in the taste. The taste is restrained but complex. There is nice hop bitterness around the edges of a healthy malt backbone. There is a good deal of the earthy, ashy flavor that marks porters, but it doesnt hit you over the head with it. The feel is almost exactly what I want out of a porter; suds build at the slightest movements.  Very good.",1275868800
5,94,17,Samuel Smiths Taddy Porter,Porter,4/5,3/10,15/20,4/5,bryanm18,6/10,"UPDATED: NOV 26, 2011 It says they use well water and thats what it smells like. Kinda thin. Tastes pretty good though, although Id prefer a fuller porter. Also, a little metallic taste. Practically no aftertaste. Pretty good, I will probably get this again.",1321660800
5,94,17,Samuel Smiths Taddy Porter,Porter,4/5,9/10,18/20,4/5,TheBeerBaron,8/10,"Extra dark brown color with beige foam.  No carbonation seen in the glass.  Berry aroma with plums, figs and strong banana.  Oily yet light palate - doesnt overload you, very good.  A plethora of flavours, mostly sweet and fruity, definitely banana.  Then just enough hops to almost nuetralize the finish.  If there is a refreshing porter you can drink plenty of - this is the one.",1174348800
5,89,17,Samuel Smiths Old Brewery Pale Ale,Premium Bitter/ESB,2/5,7/10,16/20,3/5,raymow,8/10,"Not as strong as the other pale ales Ive tried. The color seems a bit off - guess Id like it a bit darker. The aroma reminded me of a wine. Overall though, very good - great flavor!",1041724800
5,89,17,Samuel Smiths Old Brewery Pale Ale,Premium Bitter/ESB,3/5,7/10,12/20,3/5,BOLTZ7555,6/10,"Clear orange amber color with a nice creamy head.  Definitely of the English persuasion, which isnt a bad thing.  Malt forward with the hop profile showing itself late.  Light, sessionable, with caramel, toffee and slight citrus.  Tasty.",1230163200
5,89,17,Samuel Smiths Old Brewery Pale Ale,Premium Bitter/ESB,3/5,6/10,11/20,3/5,OldMrCrow,6/10,"Bottle.		Pours a nutty orange amber color with a decent head. The aroma is grassy, some warm malt. The flavor couples rather grassy, earthy, metallic hops with a caramel malts that, though gently sweet - perhaps a bit too sweet to be maximally thirst-quenching-  never really break through to dominate the flavor profile. Very faint whispers of fruitiness and also of diacetyl as well. Mouthfeel is relatively thin. 		I tend to like this brewery but this is a forgettable offering.",1157587200
5,89,17,Samuel Smiths Old Brewery Pale Ale,Premium Bitter/ESB,4/5,6/10,15/20,4/5,jerohen,8/10,"Clear brown coloured, sparkling. Weak nose. Hoppy, bitter flavour. Very nice easy to drink beer.",1067731200
5,68856,17,Samuel Smiths Organic Cider,Cider,3/5,6/10,11/20,3/5,paco,6/10,"Bottle. Looks, smells and tastes like cider. Not overly sweet, just enough bitterness. Il still take a magners.",1293408000
9,90838,17,Samuel Smiths Yorkshire Stingo,English Strong Ale,3/5,7/10,13/20,3/5,rlgk,7/10,"Bottle, thanks to larsniclas. Roasted cocoa and nut aroma. Malty chocolate flavor, roasted with cocoa and resin.",1280793600
9,90838,17,Samuel Smiths Yorkshire Stingo,English Strong Ale,3/5,8/10,17/20,4/5,pivnizub,8/10,"Bottle (vintage 2009): Hazy, deep amber coloured, stable small to medium-sized tanned head; rich and complex nose: x-mas cake, fruits and dried fruits, caramel, nuts and sprinkels of cacao; very solid sweet-bitter flavour with a light tannic acidity, nearly full bodied; lingering caramelly and fruity finish, rounded by hops and cacao in the aftertaste. Yes, they can..........",1304985600
5,91,17,Samuel Smiths Pure Brewed Lager,Premium Lager,3/5,6/10,12/20,2/5,Imbockinsxtx,6/10,Pours a Murky Yellow-Orange Colour with some head which dissipated rather quickly. Pleasant Yeasty Aroma with some spice and fermented fruit in the Nose. Medium to Light body flavour and it quite refreshig. Some funk in the after taste which is a tad skunky but not unpleasing. Maybe its the flavour I was looking for at the moment. Overall very refreshing and goes down lite but yet wirh flavour when you dont really want a big beer. Enjoy!,1159574400
5,91,17,Samuel Smiths Pure Brewed Lager,Premium Lager,4/5,7/10,15/20,3/5,Bov,7/10,"UPDATED: APR 21, 2003 clear bright golden colour, few foam, malty and spicy nose with some herbal and peanut notes, medium-bodied, light bitterness, long dry herbal finish",980294400
5,7625,17,Samuel Smiths Organic Lager,Pale Lager,3/5,6/10,13/20,2/5,POLK,6/10,Golden yellow color with a fine white head. Good creamy lager beer whit hints of grass and citrus.,1314748800
5,7625,17,Samuel Smiths Organic Lager,Pale Lager,2/5,5/10,9/20,3/5,Cavie,4/10,"Bottle from the Saucer. Clear golden orange color. Light head. Smells of heavy grains and apple juice. Not fresh juice mind you but the kind you get from the discount store because the apples are turning grumpy. Tastes equally the same with angry apple juice holding sway. Its like you get excited cause you havent had apple juice since you were last at the hot babysitters house, but now youre 25 and the sitter has emphysema. Cheers!",1279497600
5,90,17,Samuel Smiths Organic Best Ale / Organically Produced Ale,Bitter,3/5,7/10,14/20,3/5,hayduke,6/10,"Frrom the North Coast Coop in Eureka, CA for $3.36 this poured a cloudy gold to orange with a hefty off white head that left moderate lacing.  Aromas of malts and spicy hops.  Mouthfeel is medium and flavors are mostly of malts and hops, with a touch of fruit.  Finish slightly bitter. Overall a decent brew.",1172448000
5,90,17,Samuel Smiths Organic Best Ale / Organically Produced Ale,Bitter,4/5,8/10,16/20,4/5,Uglyradio,7/10,Nice hoppy aroma and a golden pour with a large white head. Slight hoppy bitterness with a smooth malty finish. Light and crisp. I really like this one.,1034899200
5,87,17,Samuel Smiths Oatmeal Stout,Stout,4/5,8/10,17/20,4/5,beerheart,7/10,"Pours black with a nice tan head. Strong smells of alcohol, roasted malts, oatmeal and light chocolate. The taste is molasses and oatmeal. Chewy. This is a great beer! Very close to the Imperial, though I think the Imperial is slightly better.",1189382400
